epoch,epoch_time,lr-SparseLamb/pg1,lr-SparseLamb/pg2,step,train_loss,val_loss,val_r2
6,,,,4041,2.8409759998321533,,
,,0.002,0.002,4042,,,
6,,,,4042,4.396475315093994,,
,,0.002,0.002,4043,,,
6,,,,4043,2.3467440605163574,,
,,0.002,0.002,4044,,,
6,,,,4044,2.8010764122009277,,
,,0.002,0.002,4045,,,
6,,,,4045,2.7459278106689453,,
,,0.002,0.002,4046,,,
6,,,,4046,3.434478998184204,,
,,0.002,0.002,4047,,,
6,,,,4047,2.392826557159424,,
,,0.002,0.002,4048,,,
6,,,,4048,1.3922761678695679,,
,,0.002,0.002,4049,,,
6,,,,4049,1.8414067029953003,,
,,0.002,0.002,4050,,,
6,,,,4050,2.645122528076172,,
,,0.002,0.002,4051,,,
6,,,,4051,2.431154251098633,,
,,0.002,0.002,4052,,,
6,,,,4052,2.537691354751587,,
,,0.002,0.002,4053,,,
6,,,,4053,5.0583906173706055,,
,,0.002,0.002,4054,,,
6,,,,4054,3.7832751274108887,,
,,0.002,0.002,4055,,,
6,,,,4055,2.672631025314331,,
,,0.002,0.002,4056,,,
6,,,,4056,3.031846284866333,,
,,0.002,0.002,4057,,,
6,,,,4057,3.432375431060791,,
,,0.002,0.002,4058,,,
6,,,,4058,2.6070523262023926,,
,,0.002,0.002,4059,,,
6,,,,4059,1.7245885133743286,,
,,0.002,0.002,4060,,,
6,,,,4060,2.859846591949463,,
,,0.002,0.002,4061,,,
6,,,,4061,2.2787866592407227,,
,,0.002,0.002,4062,,,
6,,,,4062,2.914663553237915,,
,,0.002,0.002,4063,,,
6,,,,4063,2.123605966567993,,
,,0.002,0.002,4064,,,
6,,,,4064,1.9670687913894653,,
,,0.002,0.002,4065,,,
6,,,,4065,2.4166746139526367,,
,,0.002,0.002,4066,,,
6,,,,4066,3.727877140045166,,
,,0.002,0.002,4067,,,
6,,,,4067,4.27461576461792,,
,,0.002,0.002,4068,,,
6,,,,4068,2.3968234062194824,,
,,0.002,0.002,4069,,,
6,,,,4069,1.6923795938491821,,
,,0.002,0.002,4070,,,
6,,,,4070,1.4861180782318115,,
,,0.002,0.002,4071,,,
6,,,,4071,2.447599411010742,,
,,0.002,0.002,4072,,,
6,,,,4072,1.6224182844161987,,
,,0.002,0.002,4073,,,
6,,,,4073,2.1758737564086914,,
,,0.002,0.002,4074,,,
6,,,,4074,1.6519607305526733,,
,,0.002,0.002,4075,,,
6,,,,4075,2.792696475982666,,
,,0.002,0.002,4076,,,
6,,,,4076,1.9815161228179932,,
,,0.002,0.002,4077,,,
6,,,,4077,2.1664953231811523,,
,,0.002,0.002,4078,,,
6,,,,4078,3.0728402137756348,,
,,0.002,0.002,4079,,,
6,,,,4079,2.2383761405944824,,
,,0.002,0.002,4080,,,
6,,,,4080,3.001267671585083,,
,,0.002,0.002,4081,,,
6,,,,4081,2.177811861038208,,
,,0.002,0.002,4082,,,
6,,,,4082,1.708115816116333,,
,,0.002,0.002,4083,,,
6,,,,4083,2.1863977909088135,,
,,0.002,0.002,4084,,,
6,,,,4084,2.21887469291687,,
,,0.002,0.002,4085,,,
6,,,,4085,1.9555649757385254,,
,,0.002,0.002,4086,,,
6,,,,4086,3.3640542030334473,,
,,0.002,0.002,4087,,,
6,,,,4087,3.536564826965332,,
,,0.002,0.002,4088,,,
6,,,,4088,2.4329569339752197,,
,,0.002,0.002,4089,,,
6,,,,4089,4.17946195602417,,
,,0.002,0.002,4090,,,
6,,,,4090,2.30234956741333,,
,,0.002,0.002,4091,,,
6,,,,4091,2.383127212524414,,
,,0.002,0.002,4092,,,
6,,,,4092,2.300905227661133,,
,,0.002,0.002,4093,,,
6,,,,4093,3.42712664604187,,
,,0.002,0.002,4094,,,
6,,,,4094,2.7750422954559326,,
,,0.002,0.002,4095,,,
6,,,,4095,1.4853510856628418,,
,,0.002,0.002,4096,,,
6,,,,4096,1.9781075716018677,,
,,0.002,0.002,4097,,,
6,,,,4097,2.497152328491211,,
,,0.002,0.002,4098,,,
6,,,,4098,4.366558074951172,,
,,0.002,0.002,4099,,,
6,,,,4099,1.866938591003418,,
,,0.002,0.002,4100,,,
6,,,,4100,1.3435487747192383,,
,,0.002,0.002,4101,,,
6,,,,4101,2.6247386932373047,,
,,0.002,0.002,4102,,,
6,,,,4102,2.6226353645324707,,
,,0.002,0.002,4103,,,
6,,,,4103,2.3855931758880615,,
,,0.002,0.002,4104,,,
6,,,,4104,2.2088890075683594,,
,,0.002,0.002,4105,,,
6,,,,4105,2.2079315185546875,,
,,0.002,0.002,4106,,,
6,,,,4106,2.746948003768921,,
,,0.002,0.002,4107,,,
6,,,,4107,1.8571960926055908,,
,,0.002,0.002,4108,,,
6,,,,4108,2.3094589710235596,,
,,0.002,0.002,4109,,,
6,,,,4109,2.1101715564727783,,
,,0.002,0.002,4110,,,
6,,,,4110,2.766022205352783,,
,,0.002,0.002,4111,,,
6,,,,4111,5.486526012420654,,
,,0.002,0.002,4112,,,
6,,,,4112,2.7976465225219727,,
,,0.002,0.002,4113,,,
6,,,,4113,1.9644397497177124,,
,,0.002,0.002,4114,,,
6,,,,4114,2.242626667022705,,
,,0.002,0.002,4115,,,
6,,,,4115,2.841693639755249,,
,,0.002,0.002,4116,,,
6,,,,4116,2.3635191917419434,,
,,0.002,0.002,4117,,,
6,,,,4117,2.0148046016693115,,
,,0.002,0.002,4118,,,
6,,,,4118,2.9320180416107178,,
,,0.002,0.002,4119,,,
6,,,,4119,2.0236504077911377,,
,,0.002,0.002,4120,,,
6,,,,4120,1.6341710090637207,,
,,0.002,0.002,4121,,,
6,,,,4121,2.2274816036224365,,
,,0.002,0.002,4122,,,
6,,,,4122,3.238008499145508,,
,,0.002,0.002,4123,,,
6,,,,4123,3.7556824684143066,,
,,0.002,0.002,4124,,,
6,,,,4124,2.360560655593872,,
,,0.002,0.002,4125,,,
6,,,,4125,2.405982494354248,,
,,0.002,0.002,4126,,,
6,,,,4126,3.271860122680664,,
,,0.002,0.002,4127,,,
6,,,,4127,2.9842398166656494,,
,,0.002,0.002,4128,,,
6,,,,4128,2.2860052585601807,,
,,0.002,0.002,4129,,,
6,,,,4129,2.3108150959014893,,
,,0.002,0.002,4130,,,
6,,,,4130,2.3988287448883057,,
,,0.002,0.002,4131,,,
6,,,,4131,4.47616720199585,,
,,0.002,0.002,4132,,,
6,,,,4132,1.931976556777954,,
,,0.002,0.002,4133,,,
6,,,,4133,2.293210506439209,,
,,0.002,0.002,4134,,,
6,,,,4134,1.8091750144958496,,
,,0.002,0.002,4135,,,
6,,,,4135,2.0008254051208496,,
,,0.002,0.002,4136,,,
6,,,,4136,6.33187198638916,,
,,0.002,0.002,4137,,,
6,,,,4137,2.0106053352355957,,
,,0.002,0.002,4138,,,
6,,,,4138,1.3743789196014404,,
,,0.002,0.002,4139,,,
6,,,,4139,1.9165014028549194,,
,,0.002,0.002,4140,,,
6,,,,4140,3.217242956161499,,
,,0.002,0.002,4141,,,
6,,,,4141,2.157338857650757,,
,,0.002,0.002,4142,,,
6,,,,4142,2.5756728649139404,,
,,0.002,0.002,4143,,,
6,,,,4143,2.578986406326294,,
,,0.002,0.002,4144,,,
6,,,,4144,1.8987398147583008,,
,,0.002,0.002,4145,,,
6,,,,4145,2.260432004928589,,
,,0.002,0.002,4146,,,
6,,,,4146,2.8791651725769043,,
,,0.002,0.002,4147,,,
6,,,,4147,2.036691188812256,,
,,0.002,0.002,4148,,,
6,,,,4148,1.9583032131195068,,
,,0.002,0.002,4149,,,
6,,,,4149,1.8303254842758179,,
,,0.002,0.002,4150,,,
6,,,,4150,2.021010398864746,,
,,0.002,0.002,4151,,,
6,,,,4151,2.8384625911712646,,
,,0.002,0.002,4152,,,
6,,,,4152,2.9733569622039795,,
,,0.002,0.002,4153,,,
6,,,,4153,2.353731393814087,,
,,0.002,0.002,4154,,,
6,,,,4154,3.1051273345947266,,
,,0.002,0.002,4155,,,
6,,,,4155,3.076559066772461,,
,,0.002,0.002,4156,,,
6,,,,4156,2.3782856464385986,,
,,0.002,0.002,4157,,,
6,,,,4157,2.0230329036712646,,
,,0.002,0.002,4158,,,
6,,,,4158,2.883913993835449,,
,,0.002,0.002,4159,,,
6,,,,4159,1.924394965171814,,
,,0.002,0.002,4160,,,
6,,,,4160,4.697888374328613,,
,,0.002,0.002,4161,,,
6,,,,4161,3.8956515789031982,,
,,0.002,0.002,4162,,,
6,,,,4162,3.33711314201355,,
,,0.002,0.002,4163,,,
6,,,,4163,3.5676326751708984,,
,,0.002,0.002,4164,,,
6,,,,4164,1.4477776288986206,,
,,0.002,0.002,4165,,,
6,,,,4165,1.8171108961105347,,
,,0.002,0.002,4166,,,
6,,,,4166,2.0791397094726562,,
,,0.002,0.002,4167,,,
6,,,,4167,2.44522762298584,,
,,0.002,0.002,4168,,,
6,,,,4168,2.013523817062378,,
,,0.002,0.002,4169,,,
6,,,,4169,2.5853219032287598,,
,,0.002,0.002,4170,,,
6,,,,4170,2.249467372894287,,
,,0.002,0.002,4171,,,
6,,,,4171,2.6223912239074707,,
,,0.002,0.002,4172,,,
6,,,,4172,1.9940612316131592,,
,,0.002,0.002,4173,,,
6,,,,4173,2.001528263092041,,
,,0.002,0.002,4174,,,
6,,,,4174,2.2355010509490967,,
,,0.002,0.002,4175,,,
6,,,,4175,3.538682699203491,,
,,0.002,0.002,4176,,,
6,,,,4176,2.967391014099121,,
,,0.002,0.002,4177,,,
6,,,,4177,2.4042420387268066,,
,,0.002,0.002,4178,,,
6,,,,4178,3.846409797668457,,
,,0.002,0.002,4179,,,
6,,,,4179,2.4629364013671875,,
,,0.002,0.002,4180,,,
6,,,,4180,1.7754875421524048,,
,,0.002,0.002,4181,,,
6,,,,4181,2.429079055786133,,
,,0.002,0.002,4182,,,
6,,,,4182,2.2159829139709473,,
,,0.002,0.002,4183,,,
6,,,,4183,2.5902271270751953,,
,,0.002,0.002,4184,,,
6,,,,4184,2.478003978729248,,
,,0.002,0.002,4185,,,
6,,,,4185,1.6698877811431885,,
,,0.002,0.002,4186,,,
6,,,,4186,1.9280352592468262,,
,,0.002,0.002,4187,,,
6,,,,4187,3.5696372985839844,,
,,0.002,0.002,4188,,,
6,,,,4188,2.7657575607299805,,
,,0.002,0.002,4189,,,
6,,,,4189,3.0066447257995605,,
,,0.002,0.002,4190,,,
6,,,,4190,2.391522169113159,,
,,0.002,0.002,4191,,,
6,,,,4191,1.4426952600479126,,
,,0.002,0.002,4192,,,
6,,,,4192,2.453688859939575,,
,,0.002,0.002,4193,,,
6,,,,4193,3.1455066204071045,,
,,0.002,0.002,4194,,,
6,,,,4194,2.9500153064727783,,
,,0.002,0.002,4195,,,
6,,,,4195,2.1043620109558105,,
,,0.002,0.002,4196,,,
6,,,,4196,3.399700880050659,,
,,0.002,0.002,4197,,,
6,,,,4197,2.8742167949676514,,
,,0.002,0.002,4198,,,
6,,,,4198,3.6723649501800537,,
,,0.002,0.002,4199,,,
6,,,,4199,2.161039352416992,,
,,0.002,0.002,4200,,,
6,,,,4200,3.85744309425354,,
,,0.002,0.002,4201,,,
6,,,,4201,3.5449817180633545,,
,,0.002,0.002,4202,,,
6,,,,4202,4.472410202026367,,
,,0.002,0.002,4203,,,
6,,,,4203,9.490836143493652,,
,,0.002,0.002,4204,,,
6,,,,4204,2.787539005279541,,
,,0.002,0.002,4205,,,
6,,,,4205,1.5831031799316406,,
,,0.002,0.002,4206,,,
6,,,,4206,5.073564529418945,,
,,0.002,0.002,4207,,,
6,,,,4207,2.1222357749938965,,
,,0.002,0.002,4208,,,
6,,,,4208,8.953678131103516,,
,,0.002,0.002,4209,,,
6,,,,4209,3.6137306690216064,,
,,0.002,0.002,4210,,,
6,,,,4210,2.973947286605835,,
,,0.002,0.002,4211,,,
6,,,,4211,1.546779751777649,,
,,0.002,0.002,4212,,,
6,,,,4212,5.5342631340026855,,
,,0.002,0.002,4213,,,
6,,,,4213,1.6597143411636353,,
,,0.002,0.002,4214,,,
6,,,,4214,2.0298993587493896,,
,,0.002,0.002,4215,,,
6,,,,4215,2.159679889678955,,
,,0.002,0.002,4216,,,
6,,,,4216,4.03186559677124,,
,,0.002,0.002,4217,,,
6,,,,4217,4.796513080596924,,
,,0.002,0.002,4218,,,
6,,,,4218,1.3685117959976196,,
,,0.002,0.002,4219,,,
6,,,,4219,1.7664740085601807,,
,,0.002,0.002,4220,,,
6,,,,4220,1.2795898914337158,,
,,0.002,0.002,4221,,,
6,,,,4221,2.52510666847229,,
,,0.002,0.002,4222,,,
6,,,,4222,2.2859303951263428,,
,,0.002,0.002,4223,,,
6,,,,4223,1.6243290901184082,,
,,0.002,0.002,4224,,,
6,,,,4224,2.0110883712768555,,
,,0.002,0.002,4225,,,
6,,,,4225,2.666064977645874,,
,,0.002,0.002,4226,,,
6,,,,4226,2.089560031890869,,
,,0.002,0.002,4227,,,
6,,,,4227,2.3919761180877686,,
,,0.002,0.002,4228,,,
6,,,,4228,2.034022808074951,,
,,0.002,0.002,4229,,,
6,,,,4229,2.4974119663238525,,
,,0.002,0.002,4230,,,
6,,,,4230,3.33347487449646,,
,,0.002,0.002,4231,,,
6,,,,4231,2.7851614952087402,,
,,0.002,0.002,4232,,,
6,,,,4232,3.3644373416900635,,
,,0.002,0.002,4233,,,
6,,,,4233,1.243321418762207,,
,,0.002,0.002,4234,,,
6,,,,4234,2.370060920715332,,
,,0.002,0.002,4235,,,
6,,,,4235,3.210298776626587,,
,,0.002,0.002,4236,,,
6,,,,4236,2.4813642501831055,,
,,0.002,0.002,4237,,,
6,,,,4237,3.403799533843994,,
,,0.002,0.002,4238,,,
6,,,,4238,3.0093278884887695,,
,,0.002,0.002,4239,,,
6,,,,4239,3.8180267810821533,,
,,0.002,0.002,4240,,,
6,,,,4240,1.3239458799362183,,
,,0.002,0.002,4241,,,
6,,,,4241,2.3894755840301514,,
,,0.002,0.002,4242,,,
6,,,,4242,1.9275898933410645,,
,,0.002,0.002,4243,,,
6,,,,4243,3.347072124481201,,
,,0.002,0.002,4244,,,
6,,,,4244,2.4534826278686523,,
,,0.002,0.002,4245,,,
6,,,,4245,3.1295807361602783,,
,,0.002,0.002,4246,,,
6,,,,4246,2.6405887603759766,,
,,0.002,0.002,4247,,,
6,,,,4247,2.6856608390808105,,
,,0.002,0.002,4248,,,
6,,,,4248,1.3614757061004639,,
,,0.002,0.002,4249,,,
6,,,,4249,1.9905767440795898,,
,,0.002,0.002,4250,,,
6,,,,4250,3.6318113803863525,,
,,0.002,0.002,4251,,,
6,,,,4251,3.8121259212493896,,
,,0.002,0.002,4252,,,
6,,,,4252,1.8443907499313354,,
,,0.002,0.002,4253,,,
6,,,,4253,11.384082794189453,,
,,0.002,0.002,4254,,,
6,,,,4254,1.6734222173690796,,
,,0.002,0.002,4255,,,
6,,,,4255,2.2908854484558105,,
,,0.002,0.002,4256,,,
6,,,,4256,2.508413791656494,,
,,0.002,0.002,4257,,,
6,,,,4257,3.665316581726074,,
,,0.002,0.002,4258,,,
6,,,,4258,2.028062582015991,,
,,0.002,0.002,4259,,,
6,,,,4259,3.300414800643921,,
,,0.002,0.002,4260,,,
6,,,,4260,2.4594228267669678,,
,,0.002,0.002,4261,,,
6,,,,4261,2.494577169418335,,
,,0.002,0.002,4262,,,
6,,,,4262,16.38054656982422,,
,,0.002,0.002,4263,,,
6,,,,4263,1.7173720598220825,,
,,0.002,0.002,4264,,,
6,,,,4264,1.9832603931427002,,
,,0.002,0.002,4265,,,
6,,,,4265,2.4874267578125,,
,,0.002,0.002,4266,,,
6,,,,4266,3.1114981174468994,,
,,0.002,0.002,4267,,,
6,,,,4267,2.473565101623535,,
,,0.002,0.002,4268,,,
6,,,,4268,2.603997230529785,,
,,0.002,0.002,4269,,,
6,,,,4269,2.557950735092163,,
,,0.002,0.002,4270,,,
6,,,,4270,2.1136744022369385,,
,,0.002,0.002,4271,,,
6,,,,4271,1.92167067527771,,
,,0.002,0.002,4272,,,
6,,,,4272,4.979836940765381,,
,,0.002,0.002,4273,,,
6,,,,4273,2.4595718383789062,,
,,0.002,0.002,4274,,,
6,,,,4274,1.5435304641723633,,
,,0.002,0.002,4275,,,
6,,,,4275,2.010707139968872,,
,,0.002,0.002,4276,,,
6,,,,4276,3.3157248497009277,,
,,0.002,0.002,4277,,,
6,,,,4277,2.816023349761963,,
,,0.002,0.002,4278,,,
6,,,,4278,4.037254810333252,,
,,0.002,0.002,4279,,,
6,,,,4279,2.8759477138519287,,
,,0.002,0.002,4280,,,
6,,,,4280,2.379117250442505,,
,,0.002,0.002,4281,,,
6,,,,4281,1.2831308841705322,,
,,0.002,0.002,4282,,,
6,,,,4282,1.7207770347595215,,
,,0.002,0.002,4283,,,
6,,,,4283,3.271008253097534,,
,,0.002,0.002,4284,,,
6,,,,4284,3.4050092697143555,,
,,0.002,0.002,4285,,,
6,,,,4285,3.3171684741973877,,
,,0.002,0.002,4286,,,
6,,,,4286,2.563169479370117,,
,,0.002,0.002,4287,,,
6,,,,4287,2.2457807064056396,,
,,0.002,0.002,4288,,,
6,,,,4288,8.473731994628906,,
,,0.002,0.002,4289,,,
6,,,,4289,2.508958339691162,,
,,0.002,0.002,4290,,,
6,,,,4290,5.794318199157715,,
,,0.002,0.002,4291,,,
6,,,,4291,2.5747954845428467,,
,,0.002,0.002,4292,,,
6,,,,4292,2.0656113624572754,,
,,0.002,0.002,4293,,,
6,,,,4293,2.3366074562072754,,
,,0.002,0.002,4294,,,
6,,,,4294,3.5718326568603516,,
,,0.002,0.002,4295,,,
6,,,,4295,3.8752148151397705,,
,,0.002,0.002,4296,,,
6,,,,4296,1.7213289737701416,,
,,0.002,0.002,4297,,,
6,,,,4297,2.6185522079467773,,
,,0.002,0.002,4298,,,
6,,,,4298,2.7957711219787598,,
,,0.002,0.002,4299,,,
6,,,,4299,2.9286017417907715,,
,,0.002,0.002,4300,,,
6,,,,4300,3.431809663772583,,
,,0.002,0.002,4301,,,
6,,,,4301,3.495511531829834,,
,,0.002,0.002,4302,,,
6,,,,4302,2.2659409046173096,,
,,0.002,0.002,4303,,,
6,,,,4303,2.2351903915405273,,
,,0.002,0.002,4304,,,
6,,,,4304,1.4187870025634766,,
,,0.002,0.002,4305,,,
6,,,,4305,2.515958547592163,,
,,0.002,0.002,4306,,,
6,,,,4306,1.9686955213546753,,
,,0.002,0.002,4307,,,
6,,,,4307,3.852715492248535,,
,,0.002,0.002,4308,,,
6,,,,4308,2.5235729217529297,,
,,0.002,0.002,4309,,,
6,,,,4309,2.4221487045288086,,
,,0.002,0.002,4310,,,
6,,,,4310,2.0506556034088135,,
,,0.002,0.002,4311,,,
6,,,,4311,2.0013222694396973,,
,,0.002,0.002,4312,,,
6,,,,4312,2.874194860458374,,
,,0.002,0.002,4313,,,
6,,,,4313,2.272554874420166,,
,,0.002,0.002,4314,,,
6,,,,4314,2.9841623306274414,,
,,0.002,0.002,4315,,,
6,,,,4315,1.9084320068359375,,
,,0.002,0.002,4316,,,
6,,,,4316,3.664184093475342,,
,,0.002,0.002,4317,,,
6,,,,4317,2.3502774238586426,,
,,0.002,0.002,4318,,,
6,,,,4318,3.4190032482147217,,
,,0.002,0.002,4319,,,
6,,,,4319,2.557152509689331,,
,,0.002,0.002,4320,,,
6,,,,4320,2.9399850368499756,,
,,0.002,0.002,4321,,,
6,,,,4321,1.5362515449523926,,
,,0.002,0.002,4322,,,
6,,,,4322,3.217963933944702,,
,,0.002,0.002,4323,,,
6,,,,4323,3.163849353790283,,
,,0.002,0.002,4324,,,
6,,,,4324,2.814085006713867,,
,,0.002,0.002,4325,,,
6,,,,4325,2.41442608833313,,
,,0.002,0.002,4326,,,
6,,,,4326,3.265678882598877,,
,,0.002,0.002,4327,,,
6,,,,4327,2.316728353500366,,
,,0.002,0.002,4328,,,
6,,,,4328,2.987560272216797,,
,,0.002,0.002,4329,,,
6,,,,4329,2.3921725749969482,,
,,0.002,0.002,4330,,,
6,,,,4330,2.247385263442993,,
,,0.002,0.002,4331,,,
6,,,,4331,3.307142734527588,,
,,0.002,0.002,4332,,,
6,,,,4332,3.7683091163635254,,
,,0.002,0.002,4333,,,
6,,,,4333,2.4947643280029297,,
,,0.002,0.002,4334,,,
6,,,,4334,4.196950912475586,,
,,0.002,0.002,4335,,,
6,,,,4335,6.312162399291992,,
,,0.002,0.002,4336,,,
6,,,,4336,2.7755215167999268,,
,,0.002,0.002,4337,,,
6,,,,4337,2.828247308731079,,
,,0.002,0.002,4338,,,
6,,,,4338,1.791797399520874,,
,,0.002,0.002,4339,,,
6,,,,4339,3.2875919342041016,,
,,0.002,0.002,4340,,,
6,,,,4340,3.402832508087158,,
,,0.002,0.002,4341,,,
6,,,,4341,1.8882851600646973,,
,,0.002,0.002,4342,,,
6,,,,4342,1.8340548276901245,,
,,0.002,0.002,4343,,,
6,,,,4343,2.1329591274261475,,
,,0.002,0.002,4344,,,
6,,,,4344,2.21285343170166,,
,,0.002,0.002,4345,,,
6,,,,4345,2.344547986984253,,
,,0.002,0.002,4346,,,
6,,,,4346,9.447845458984375,,
,,0.002,0.002,4347,,,
6,,,,4347,3.780441999435425,,
,,0.002,0.002,4348,,,
6,,,,4348,2.5047099590301514,,
,,0.002,0.002,4349,,,
6,,,,4349,1.8083587884902954,,
,,0.002,0.002,4350,,,
6,,,,4350,2.5612144470214844,,
,,0.002,0.002,4351,,,
6,,,,4351,2.797997236251831,,
,,0.002,0.002,4352,,,
6,,,,4352,2.207489490509033,,
,,0.002,0.002,4353,,,
6,,,,4353,3.8962314128875732,,
,,0.002,0.002,4354,,,
6,,,,4354,1.8742843866348267,,
,,0.002,0.002,4355,,,
6,,,,4355,1.8415240049362183,,
,,0.002,0.002,4356,,,
6,,,,4356,2.7266626358032227,,
,,0.002,0.002,4357,,,
6,,,,4357,9.589221954345703,,
,,0.002,0.002,4358,,,
6,,,,4358,2.0765254497528076,,
,,0.002,0.002,4359,,,
6,,,,4359,1.3579882383346558,,
,,0.002,0.002,4360,,,
6,,,,4360,1.5880331993103027,,
,,0.002,0.002,4361,,,
6,,,,4361,2.3818070888519287,,
,,0.002,0.002,4362,,,
6,,,,4362,5.217321872711182,,
,,0.002,0.002,4363,,,
6,,,,4363,2.735750198364258,,
,,0.002,0.002,4364,,,
6,,,,4364,1.8945343494415283,,
,,0.002,0.002,4365,,,
6,,,,4365,2.424776315689087,,
,,0.002,0.002,4366,,,
6,,,,4366,3.280090570449829,,
,,0.002,0.002,4367,,,
6,,,,4367,2.775247573852539,,
,,0.002,0.002,4368,,,
6,,,,4368,2.677638530731201,,
,,0.002,0.002,4369,,,
6,,,,4369,1.867861032485962,,
,,0.002,0.002,4370,,,
6,,,,4370,1.5510449409484863,,
,,0.002,0.002,4371,,,
6,,,,4371,2.9946067333221436,,
,,0.002,0.002,4372,,,
6,,,,4372,1.9607337713241577,,
,,0.002,0.002,4373,,,
6,,,,4373,3.6071717739105225,,
,,0.002,0.002,4374,,,
6,,,,4374,2.576812744140625,,
,,0.002,0.002,4375,,,
6,,,,4375,4.8383378982543945,,
,,0.002,0.002,4376,,,
6,,,,4376,2.1064391136169434,,
,,0.002,0.002,4377,,,
6,,,,4377,1.5874168872833252,,
,,0.002,0.002,4378,,,
6,,,,4378,2.452944755554199,,
,,0.002,0.002,4379,,,
6,,,,4379,2.0809693336486816,,
,,0.002,0.002,4380,,,
6,,,,4380,4.024414539337158,,
,,0.002,0.002,4381,,,
6,,,,4381,1.891313076019287,,
,,0.002,0.002,4382,,,
6,,,,4382,3.974062442779541,,
,,0.002,0.002,4383,,,
6,,,,4383,3.4134418964385986,,
,,0.002,0.002,4384,,,
6,,,,4384,2.6172966957092285,,
,,0.002,0.002,4385,,,
6,,,,4385,3.390122652053833,,
,,0.002,0.002,4386,,,
6,,,,4386,2.1975598335266113,,
,,0.002,0.002,4387,,,
6,,,,4387,3.091798782348633,,
,,0.002,0.002,4388,,,
6,,,,4388,2.2608280181884766,,
,,0.002,0.002,4389,,,
6,,,,4389,1.8608591556549072,,
,,0.002,0.002,4390,,,
6,,,,4390,2.3735783100128174,,
,,0.002,0.002,4391,,,
6,,,,4391,1.5567617416381836,,
,,0.002,0.002,4392,,,
6,,,,4392,2.326084852218628,,
,,0.002,0.002,4393,,,
6,,,,4393,2.9902727603912354,,
,,0.002,0.002,4394,,,
6,,,,4394,2.6624927520751953,,
,,0.002,0.002,4395,,,
6,,,,4395,2.3468003273010254,,
,,0.002,0.002,4396,,,
6,,,,4396,2.4507522583007812,,
,,0.002,0.002,4397,,,
6,,,,4397,2.115530252456665,,
,,0.002,0.002,4398,,,
6,,,,4398,1.9771240949630737,,
,,0.002,0.002,4399,,,
6,,,,4399,1.7030253410339355,,
,,0.002,0.002,4400,,,
6,,,,4400,2.0935564041137695,,
,,0.002,0.002,4401,,,
6,,,,4401,1.8949204683303833,,
,,0.002,0.002,4402,,,
6,,,,4402,2.299604892730713,,
,,0.002,0.002,4403,,,
6,,,,4403,3.4791784286499023,,
,,0.002,0.002,4404,,,
6,,,,4404,3.1758482456207275,,
,,0.002,0.002,4405,,,
6,,,,4405,2.8153090476989746,,
,,0.002,0.002,4406,,,
6,,,,4406,5.896039962768555,,
,,0.002,0.002,4407,,,
6,,,,4407,2.347154140472412,,
,,0.002,0.002,4408,,,
6,,,,4408,2.015484571456909,,
,,0.002,0.002,4409,,,
6,,,,4409,2.8560736179351807,,
,,0.002,0.002,4410,,,
6,,,,4410,2.0820255279541016,,
,,0.002,0.002,4411,,,
6,,,,4411,3.950296640396118,,
,,0.002,0.002,4412,,,
6,,,,4412,2.0621349811553955,,
,,0.002,0.002,4413,,,
6,,,,4413,3.202965497970581,,
,,0.002,0.002,4414,,,
6,,,,4414,3.4610137939453125,,
,,0.002,0.002,4415,,,
6,,,,4415,3.0300512313842773,,
,,0.002,0.002,4416,,,
6,,,,4416,3.358314275741577,,
,,0.002,0.002,4417,,,
6,,,,4417,3.4042420387268066,,
,,0.002,0.002,4418,,,
6,,,,4418,2.3499808311462402,,
,,0.002,0.002,4419,,,
6,,,,4419,2.2947235107421875,,
,,0.002,0.002,4420,,,
6,,,,4420,2.431828498840332,,
,,0.002,0.002,4421,,,
6,,,,4421,3.2149972915649414,,
,,0.002,0.002,4422,,,
6,,,,4422,1.6720539331436157,,
,,0.002,0.002,4423,,,
6,,,,4423,2.0451138019561768,,
,,0.002,0.002,4424,,,
6,,,,4424,2.185253381729126,,
,,0.002,0.002,4425,,,
6,,,,4425,2.895259141921997,,
,,0.002,0.002,4426,,,
6,,,,4426,2.228109121322632,,
,,0.002,0.002,4427,,,
6,,,,4427,3.513787269592285,,
,,0.002,0.002,4428,,,
6,,,,4428,3.4821059703826904,,
,,0.002,0.002,4429,,,
6,,,,4429,1.8078218698501587,,
,,0.002,0.002,4430,,,
6,,,,4430,2.92073655128479,,
,,0.002,0.002,4431,,,
6,,,,4431,3.888417959213257,,
,,0.002,0.002,4432,,,
6,,,,4432,4.380866527557373,,
,,0.002,0.002,4433,,,
6,,,,4433,3.089218854904175,,
,,0.002,0.002,4434,,,
6,,,,4434,2.4666616916656494,,
,,0.002,0.002,4435,,,
6,,,,4435,5.166011333465576,,
,,0.002,0.002,4436,,,
6,,,,4436,1.8726402521133423,,
,,0.002,0.002,4437,,,
6,,,,4437,3.322751998901367,,
,,0.002,0.002,4438,,,
6,,,,4438,2.324127435684204,,
,,0.002,0.002,4439,,,
6,,,,4439,2.18188214302063,,
,,0.002,0.002,4440,,,
6,,,,4440,4.861370086669922,,
,,0.002,0.002,4441,,,
6,,,,4441,2.179180383682251,,
,,0.002,0.002,4442,,,
6,,,,4442,1.9371386766433716,,
,,0.002,0.002,4443,,,
6,,,,4443,2.066723346710205,,
,,0.002,0.002,4444,,,
